#
#     Data from population synthesis for run4
#
# By Ylva Gotberg, 2023-10-03
#
# Initial conditions:
#   Using the single star models from /home/adesai/snap/firefox/common/Downloads/evolutionary_tracks/grid_006_single_star/ to determine the radii of donors at different evolutionary stages
#   This means that we assume metallicity, Z=0.006
#   Using the lifetimes of stars from single star models in/home/adesai/snap/firefox/common/Downloads/evolutionary_tracks/grid_006_single_star/
#   IMF: Kroupa, M_min = 0.1 Msun, M_max = 100.0 Msun 
# We assume the star-formation type: constant, with a star-formation rate of 0.2 Msun/yr
# This file contains the information about the stars that are present in the population after 100000000.0 years
#   fbin:constant
#   q distribution: flat, 0.1 < q < 1.0
#   P distribution: Sana+12 for M1>15 Msun and Opik24 for M1<15 Msun
#
# Physical assumptions:
#   Critical mass ratio for the donor main sequence, q_crit_MS=0.65
#   Critical mass ratio for the donor Hertzsprung gap, q_crit_HG=0.4
#   Using the alpha-prescription for common envelope evolution
#   alpha_CE = 1.0, lambda_CE = 0.5
#   Using the binary star models from /home/adesai/snap/firefox/common/Downloads/evolutionary_tracks/grid_006/ to determine the masses and radii of stripped stars
#   Stripped stars can only be formed from donor stars with 2.0 < M1init/Msun < 100.0
#   Actually, we assume that binary interaction only can occur in the above mass range.
#   For stripped stars we set the total lifetime to tau_MS+tau_strip, where the duration of the stripped phases (tau_strip) come from the binary models in/home/adesai/snap/firefox/common/Downloads/evolutionary_tracks/grid_006/
#   Mass transfer efficiency is set to beta_MS = 1.0, beta_HG = 0.0, beta_HG_CEE = 0.0
#   For mergers, we assume that their final mass is M1init+M2init
#   The final period is set by the treatment of angular momentum during interaction, we ignore the effect of wind mass loss on the period.
#   We use the isotropic_reemission setting for the treatment of angular momentum.
#   For common envelope, the period is set in the alpha prescription
#   Rejuvenation of mass gainers and MSMS mergers is set by Tout97
#   HGMS mergers are not rejuvenated, but their lifetimes are adapted to the new mass
#
# Even though the full population synthesis accounts for the full mass range from 0.1 to 100.0 Msun, 
# I will only keep the stars with initial masses (Minit or M1init) between 2.0 and 100.0 Msun.
# I am ignoring single stars that died and binaries in which at least the primary died.
# I show dead secondaries as long as the primary is still alive
# For the star state: 1 - main-sequence star, 2 - stripped star, 3 - post main-sequence star, 4 - compact object, 51 - merger product in MS stage.
#
# Star_ID 	 Star_state_m1 	 Star_state_m2 	 Evolution 	 M1init 	 M2init 	 Pinit 	 Pcurrent 	 log_Teff_1 	 log_Teff_2 	 log_L_1 	 log_L_2 	 center_he4_1 	 center_he4_2 	 center_h1_1 	 center_h1_2 	 log_Lnuc_1 	 log_Lnuc_2 	 he_core_mass_1 	 he_core_mass_2 	 log_R_1 	 log_R_2 	 star_age_1 	 star_age_2 	 log_g_1 	 log_g_2 	 star_mass_1 	 star_mass_2 	 surface_n14_1 	 surface_n14_2 	 surface_c12_1 	 surface_c12_2 	 surface_o16_1 	 surface_o16_2 	 surf_avg_v_rot_1 	 surf_avg_v_rot_2 	 surface_h1_1 	 surface_h1_2 	 surface_he4_1 	 surface_he4_2 	 log_abs_mdot_1 	 log_abs_mdot_2
10651	1	1	strip_RLOF_HG	    5.34305	    3.09664	  106.74459	  106.74459 	    4.18303 	    4.14314 	    3.29566 	    2.11663 	    0.89574 	    0.35588 	    0.09842 	    0.63823 	    3.29632 	    2.11692 	    0.00000 	    0.00000 	    0.80504 	    0.29530 	 86347584.79249 	 86583633.46026 	    3.55494 	    4.33755 	    5.33923 	    3.09571 	    0.00029 	    0.00013 	    0.00099 	    0.00054 	    0.00250 	    0.00095 	    0.00000 	    0.00000 	    0.74991 	    0.85431 	    0.24460 	    0.14369 	   -9.62634 	  -12.21747
10657	1	1	merger_MS	    3.91987	    0.83002	    1.28699	    1.28699 	    4.20396 	    3.85481 	    2.49945 	    0.41329 	    0.37533 	    0.25442 	    0.61880 	    0.73939 	    2.49975 	    0.41248 	    0.00000 	    0.00000 	    0.36507 	    0.02028 	 57705202.08010 	 13364482.20366 	    4.30028 	    4.45566 	    3.91735 	    0.82432 	    0.00014 	    0.00006 	    0.00056 	    0.00074 	    0.00098 	   -0.00028 	    0.00000 	    0.00000 	    0.83589 	    0.75415 	    0.16208 	    0.24532 	  -11.43986 	  -10.49446
10663	1	 - 	 single 	   8.62202	 - 	 - 	 - 	    4.37618 	 - 	    3.76881 	 - 	    0.54526 	 - 	    0.44891 	 - 	    3.76916 	 - 	    0.00000 	 - 	    0.65530 	 - 	 21153771.26605 	 - 	    4.06152 	 - 	    8.60561 	 - 	    0.00030 	 - 	    0.00102 	 - 	    0.00280 	 - 	    0.00000 	 - 	    0.74200 	 - 	    0.25197 	 - 	   -8.62361 	 -
10676	1	1	strip_RLOF_HG	    4.67977	    4.41617	    3.83521	    3.83521 	    4.24454 	    4.23238 	    2.81227 	    2.70636 	    0.43276 	    0.40569 	    0.56140 	    0.58845 	    2.81258 	    2.70666 	    0.00000 	    0.00000 	    0.44032 	    0.41168 	 52827547.21703 	 52494054.35276 	    4.22709 	    4.25949 	    4.68155 	    4.41724 	    0.00017 	    0.00014 	    0.00062 	    0.00054 	    0.00125 	    0.00097 	    0.00000 	    0.00000 	    0.81700 	    0.83356 	    0.18047 	    0.16447 	  -10.78267 	  -11.05750
10760	1	1	not_interacting	    2.37130	    0.78892	  495.48445	  495.48445 	    4.07943 	    3.84813 	    1.63607 	    0.37815 	    0.27258 	    0.25299 	    0.72132 	    0.74082 	    1.63659 	    0.37754 	    0.00000 	    0.00000 	    0.18244 	    0.01608 	 33916802.08874 	 6813223.29447 	    4.44815 	    4.45553 	    2.37463 	    0.78302 	    0.00005 	    0.00016 	    0.00018 	    0.00106 	    0.00042 	    0.00132 	    0.00000 	    0.00000 	    0.94252 	    0.69330 	    0.05672 	    0.30366 	  -13.86783 	  -11.01957
10795	1	1	strip_RLOF_HG	    8.12920	    6.11409	   13.70383	   13.70383 	    4.33295 	    4.30786 	    3.80439 	    3.22109 	    0.72632 	    0.45192 	    0.26784 	    0.54224 	    3.80488 	    3.22140 	    0.00000 	    0.00000 	    0.75955 	    0.51808 	 31704041.39979 	 31767510.53078 	    3.82635 	    4.18745 	    8.08372 	    6.10916 	    0.00030 	    0.00030 	    0.00102 	    0.00102 	    0.00280 	    0.00280 	    0.00000 	    0.00000 	    0.74200 	    0.74200 	    0.25197 	    0.25197 	   -8.55617 	   -9.71082
10805	1	1	merger_MS	    2.91666	    1.20216	    0.68009	    0.68009 	    4.12804 	    3.91244 	    2.01147 	    0.71607 	    0.34179 	    0.26337 	    0.65229 	    0.73039 	    2.01178 	    0.71566 	    0.00000 	    0.00000 	    0.27291 	    0.05641 	 87602427.61139 	 43968678.80446 	    4.35633 	    4.46058 	    2.91519 	    1.19826 	    0.00012 	   -0.00002 	    0.00048 	    0.00024 	    0.00084 	   -0.00043 	    0.00000 	    0.00000 	    0.86897 	    0.85867 	    0.12928 	    0.14154 	  -12.46951 	   -9.90021
10809	1	1	strip_CEE_HG	    3.43625	    1.99658	  168.71502	  168.71502 	    4.17082 	    4.02670 	    2.28689 	    1.35628 	    0.36230 	    0.28091 	    0.63182 	    0.71296 	    2.28719 	    1.35665 	    0.00000 	    0.00000 	    0.32506 	    0.14799 	 71222651.41684 	 70146825.55922 	    4.32357 	    4.44223 	    3.43809 	    1.99655 	    0.00016 	    0.00000 	    0.00063 	    0.00001 	    0.00121 	    0.00000 	    0.00000 	    0.00000 	    0.83116 	    0.98587 	    0.16631 	    0.01412 	  -11.84918 	  -12.92814
10880	1	1	strip_postHG	    3.24082	    1.99327	  865.22226	  865.22226 	    4.15874 	    4.02725 	    2.16836 	    1.35034 	    0.32353 	    0.27439 	    0.67054 	    0.71947 	    2.16868 	    1.35072 	    0.00000 	    0.00000 	    0.28995 	    0.14392 	 54927155.68579 	 54532308.67191 	    4.36851 	    4.44968 	    3.24231 	    1.99323 	    0.00012 	    0.00000 	    0.00047 	    0.00002 	    0.00076 	    0.00000 	    0.00000 	    0.00000 	    0.86082 	    0.98032 	    0.13757 	    0.01965 	  -12.21623 	  -12.94284
10967	1	1	merger_HG	    2.88957	    2.66253	   53.94627	   53.94627 	    4.13338 	    4.11228 	    1.95492 	    1.82436 	    0.27852 	    0.27384 	    0.71545 	    0.72009 	    1.95542 	    1.82490 	    0.00000 	    0.00000 	    0.23396 	    0.21089 	 27601877.33449 	 27525050.49870 	    4.43016 	    4.44155 	    2.88857 	    2.66504 	    0.00014 	    0.00011 	    0.00053 	    0.00043 	    0.00107 	    0.00085 	    0.00000 	    0.00000 	    0.84973 	    0.87365 	    0.14810 	    0.12466 	  -12.55779 	  -12.88989
11168	1	1	merger_HG	    2.06549	    0.29966	    7.67800	    7.67800 	    4.03870 	    3.79082 	    1.40464 	    0.08790 	    0.26859 	    0.25124 	    0.72526 	    0.74259 	    1.40506 	    0.05727 	    0.00000 	    0.00000 	    0.14817 	   -0.01442 	 37505169.48094 	    0.00000 	    4.45616 	    4.41504 	    2.06581 	    0.29138 	    0.00001 	    0.00028 	    0.00003 	    0.00104 	    0.00001 	    0.00251 	    0.00000 	    0.00000 	    0.97748 	    0.69700 	    0.02247 	    0.29681 	  -13.53318 	  -11.73605
11174	1	1	strip_RLOF_HG	    3.15144	    2.37640	    5.81429	    5.81429 	    4.14564 	    4.07320 	    2.16203 	    1.66403 	    0.38090 	    0.31395 	    0.61322 	    0.68006 	    2.16232 	    1.66436 	    0.00000 	    0.00000 	    0.31299 	    0.20887 	 100474956.58605 	 100505353.24022 	    4.30987 	    4.39627 	    3.15141 	    2.37979 	    0.00013 	    0.00000 	    0.00053 	    0.00000 	    0.00089 	    0.00000 	    0.00000 	    0.00000 	    0.85537 	    0.99908 	    0.14273 	    0.00092 	  -12.14042 	  -16.37318
11251	1	1	merger_MS	    3.92781	    1.20812	    1.32549	    1.32549 	    4.21300 	    3.91190 	    2.43844 	    0.71392 	    0.28464 	    0.25411 	    0.70937 	    0.73970 	    2.43891 	    0.71348 	    0.00000 	    0.00000 	    0.31648 	    0.05641 	 16508404.96463 	 9128479.92375 	    4.39837 	    4.46182 	    3.92532 	    1.20426 	    0.00013 	    0.00014 	    0.00050 	    0.00088 	    0.00085 	    0.00078 	    0.00000 	    0.00000 	    0.84144 	    0.75557 	    0.15684 	    0.24236 	  -11.63094 	  -11.45411
11299	1	 - 	 single 	   5.66071	 - 	 - 	 - 	    4.29070 	 - 	    3.09868 	 - 	    0.43818 	 - 	    0.55598 	 - 	    3.09899 	 - 	    0.00000 	 - 	    0.49120 	 - 	 35498590.32466 	 - 	    4.20780 	 - 	    5.65992 	 - 	    0.00024 	 - 	    0.00085 	 - 	    0.00215 	 - 	    0.00000 	 - 	    0.77163 	 - 	    0.22391 	 - 	  -10.05188 	 -
11444	1	1	strip_postHG	    2.83312	    2.57712	  274.91826	  274.91826 	    4.12213 	    4.09743 	    1.95132 	    1.79118 	    0.32128 	    0.30681 	    0.67278 	    0.68720 	    1.95165 	    1.79154 	    0.00000 	    0.00000 	    0.25466 	    0.22399 	 73958653.81991 	 74104773.96227 	    4.38029 	    4.40103 	    2.83306 	    2.58031 	    0.00012 	    0.00005 	    0.00044 	    0.00020 	    0.00088 	    0.00041 	    0.00000 	    0.00000 	    0.87318 	    0.93873 	    0.12504 	    0.06047 	  -12.61912 	  -13.49265
11447	1	1	not_interacting	    3.54733	    1.34795	  634.43207	  634.43207 	    4.17379 	    3.93450 	    2.37906 	    0.83536 	    0.42260 	    0.26722 	    0.57154 	    0.72654 	    2.37936 	    0.83514 	    0.00000 	    0.00000 	    0.36520 	    0.07193 	 95784043.79515 	 58699463.45735 	    4.25710 	    4.45978 	    3.54861 	    1.34476 	    0.00012 	    0.00001 	    0.00050 	    0.00019 	    0.00078 	   -0.00002 	    0.00000 	    0.00000 	    0.85296 	    0.87729 	    0.14537 	    0.12251 	  -11.74086 	   -9.11050
11583	1	1	not_interacting	    2.64128	    0.53092	  149.83146	  149.83146 	    4.11654 	    3.82388 	    1.80172 	    0.26000 	    0.25364 	    0.25140 	    0.74019 	    0.74242 	    1.80241 	    0.23352 	    0.00000 	    0.00000 	    0.19105 	    0.00550 	 1456289.82539 	    0.00000 	    4.47767 	    4.42316 	    2.64396 	    0.52376 	    0.00020 	    0.00027 	    0.00074 	    0.00100 	    0.00158 	    0.00241 	    0.00000 	    0.00000 	    0.80308 	    0.71027 	    0.19366 	    0.28388 	  -12.71866 	  -11.92634
11643	1	1	strip_RLOF_HG	    2.74477	    1.35597	    6.12814	    6.12814 	    4.11635 	    3.93497 	    1.88768 	    0.83695 	    0.29881 	    0.26125 	    0.69520 	    0.73253 	    1.88805 	    0.83664 	    0.00000 	    0.00000 	    0.23439 	    0.07179 	 54520592.81926 	 33372230.13178 	    4.40756 	    4.46174 	    2.74621 	    1.35282 	    0.00010 	   -0.00000 	    0.00036 	    0.00025 	    0.00066 	   -0.00037 	    0.00000 	    0.00000 	    0.88767 	    0.86800 	    0.11098 	    0.13212 	  -12.82819 	  -10.87087
11655	1	1	strip_postHG	    2.04275	    1.24416	 1574.57467	 1574.57467 	    4.03267 	    3.91858 	    1.39486 	    0.74911 	    0.28481 	    0.26282 	    0.70908 	    0.73095 	    1.39524 	    0.74873 	    0.00000 	    0.00000 	    0.15535 	    0.06065 	 76053181.25571 	 41110169.83578 	    4.43709 	    4.46082 	    2.04295 	    1.24047 	    0.00000 	   -0.00001 	    0.00001 	    0.00022 	    0.00000 	   -0.00046 	    0.00000 	    0.00000 	    0.98851 	    0.86553 	    0.01148 	    0.13473 	  -13.70617 	  -10.09854
11664	1	1	merger_HG	    3.06646	    0.53436	    8.31197	    8.31197 	    4.13920 	    3.80951 	    2.11030 	    0.17506 	    0.36933 	    0.25285 	    0.62478 	    0.74096 	    2.11060 	    0.17428 	    0.00000 	    0.00000 	    0.30001 	   -0.00823 	 98615471.13494 	 7624635.71484 	    4.32388 	    4.45135 	    3.06502 	    0.52721 	    0.00012 	    0.00016 	    0.00050 	    0.00116 	    0.00082 	    0.00138 	    0.00000 	    0.00000 	    0.86345 	    0.66337 	    0.13481 	    0.33339 	  -12.31677 	  -10.58505
11725	1	1	strip_postHG	    3.05817	    2.46482	 1654.53487	 1654.53487 	    4.14010 	    4.08459 	    2.09424 	    1.72269 	    0.35210 	    0.30965 	    0.64200 	    0.68437 	    2.09453 	    1.72303 	    0.00000 	    0.00000 	    0.29018 	    0.21543 	 86109872.49776 	 85764751.04661 	    4.34238 	    4.39934 	    3.05659 	    2.46892 	    0.00013 	    0.00001 	    0.00053 	    0.00004 	    0.00092 	    0.00007 	    0.00000 	    0.00000 	    0.85741 	    0.98706 	    0.14065 	    0.01280 	  -12.31631 	  -14.20720
11748	1	 - 	 single 	   6.05117	 - 	 - 	 - 	    4.31819 	 - 	    3.08455 	 - 	    0.28439 	 - 	    0.70965 	 - 	    3.08503 	 - 	    0.00000 	 - 	    0.42916 	 - 	 6226109.84272 	 - 	    4.36122 	 - 	    6.04942 	 - 	    0.00030 	 - 	    0.00102 	 - 	    0.00280 	 - 	    0.00000 	 - 	    0.74200 	 - 	    0.25197 	 - 	   -9.99480 	 -
11749	1	1	strip_RLOF_HG	    3.40669	    2.29735	   21.34457	   21.34457 	    4.16690 	    4.06519 	    2.28662 	    1.59828 	    0.38092 	    0.29910 	    0.61321 	    0.69487 	    2.28691 	    1.59864 	    0.00000 	    0.00000 	    0.33277 	    0.19201 	 83206179.47201 	 83465525.94337 	    4.30447 	    4.41500 	    3.40865 	    2.29962 	    0.00014 	    0.00000 	    0.00055 	    0.00001 	    0.00095 	    0.00002 	    0.00000 	    0.00000 	    0.84498 	    0.99403 	    0.15302 	    0.00593 	  -11.86551 	  -18.08795
11763	1	1	strip_RLOF_HG	    3.42114	    2.79547	   18.41835	   18.41835 	    4.17716 	    4.12535 	    2.22834 	    1.90045 	    0.28756 	    0.27411 	    0.70645 	    0.71984 	    2.22879 	    1.90099 	    0.00000 	    0.00000 	    0.28310 	    0.22279 	 24748543.95307 	 24889241.59435 	    4.40561 	    4.43837 	    3.42310 	    2.79606 	    0.00012 	    0.00013 	    0.00048 	    0.00048 	    0.00078 	    0.00094 	    0.00000 	    0.00000 	    0.85290 	    0.85918 	    0.14548 	    0.13892 	  -12.06992 	  -12.70705
11780	1	1	merger_HG	    2.24617	    1.37948	   43.58070	   43.58070 	    4.05937 	    3.93900 	    1.55895 	    0.85910 	    0.29460 	    0.26567 	    0.69935 	    0.72810 	    1.55933 	    0.85887 	    0.00000 	    0.00000 	    0.18399 	    0.07482 	 79275609.57091 	 50952491.10053 	    4.42135 	    4.46055 	    2.24770 	    1.37645 	    0.00000 	    0.00000 	    0.00001 	    0.00020 	    0.00002 	   -0.00012 	    0.00000 	    0.00000 	    0.99593 	    0.87725 	    0.00403 	    0.12265 	  -18.40570 	   -9.80822
11803	1	1	strip_postHG	    3.43292	    2.81681	 1736.96065	 1736.96065 	    4.16913 	    4.11995 	    2.29676 	    1.94582 	    0.37855 	    0.32666 	    0.61557 	    0.66740 	    2.29705 	    1.94614 	    0.00000 	    0.00000 	    0.33337 	    0.25627 	 80495553.18250 	 80383232.13844 	    4.30653 	    4.37462 	    3.43476 	    2.81703 	    0.00015 	    0.00010 	    0.00059 	    0.00038 	    0.00106 	    0.00068 	    0.00000 	    0.00000 	    0.83810 	    0.88584 	    0.15969 	    0.11276 	  -11.81591 	  -12.66162
11812	1	 - 	 single 	   5.45647	 - 	 - 	 - 	    4.23594 	 - 	    3.24451 	 - 	    0.74198 	 - 	    0.25218 	 - 	    3.24503 	 - 	    0.00000 	 - 	    0.67364 	 - 	 72540256.35956 	 - 	    3.82731 	 - 	    5.45414 	 - 	    0.00027 	 - 	    0.00094 	 - 	    0.00239 	 - 	    0.00000 	 - 	    0.75953 	 - 	    0.23536 	 - 	   -9.71715 	 -
11814	1	 - 	 single 	   7.90183	 - 	 - 	 - 	    4.37100 	 - 	    3.53133 	 - 	    0.38040 	 - 	    0.61376 	 - 	    3.53161 	 - 	    0.00000 	 - 	    0.54692 	 - 	 13110520.33412 	 - 	    4.24063 	 - 	    7.88964 	 - 	    0.00030 	 - 	    0.00102 	 - 	    0.00280 	 - 	    0.00000 	 - 	    0.74200 	 - 	    0.25197 	 - 	   -9.10382 	 -
11827	1	1	not_interacting	    2.41594	    0.61386	  371.79641	  371.79641 	    4.09055 	    3.83573 	    1.65962 	    0.32172 	    0.25481 	    0.25146 	    0.73901 	    0.74236 	    1.66023 	    0.29674 	    0.00000 	    0.00000 	    0.17197 	    0.01265 	 3638245.21264 	    0.00000 	    4.47754 	    4.42607 	    2.41990 	    0.60711 	    0.00014 	    0.00027 	    0.00053 	    0.00099 	    0.00102 	    0.00237 	    0.00000 	    0.00000 	    0.85044 	    0.71503 	    0.14755 	    0.27925 	  -13.14744 	  -11.99460
11830	1	1	merger_MS	    4.61426	    1.20918	    1.76827	    1.76827 	    4.23534 	    3.91307 	    2.83204 	    0.72006 	    0.49163 	    0.26094 	    0.50252 	    0.73283 	    2.83237 	    0.71959 	    0.00000 	    0.00000 	    0.46861 	    0.05715 	 67691973.92235 	 34666729.22466 	    4.16443 	    4.46057 	    4.61574 	    1.20532 	    0.00019 	   -0.00002 	    0.00069 	    0.00027 	    0.00151 	   -0.00058 	    0.00000 	    0.00000 	    0.80736 	    0.85577 	    0.18958 	    0.14459 	  -10.69454 	  -10.48816
11855	1	1	merger_MS	    7.82640	    2.74024	    0.88665	    0.88665 	    4.36544 	    4.12178 	    3.55447 	    1.86613 	    0.43110 	    0.26712 	    0.56306 	    0.72679 	    3.55477 	    1.86678 	    0.00000 	    0.00000 	    0.56961 	    0.21276 	 17650256.75391 	 17651007.62267 	    4.19088 	    4.45014 	    7.81124 	    2.74176 	    0.00030 	    0.00011 	    0.00102 	    0.00043 	    0.00280 	    0.00073 	    0.00000 	    0.00000 	    0.74200 	    0.86819 	    0.25197 	    0.13030 	   -9.05288 	  -12.81287
11890	1	1	merger_MS	    2.61922	    1.24944	    0.94303	    0.94303 	    4.10447 	    3.91880 	    1.80708 	    0.75087 	    0.29020 	    0.25898 	    0.70378 	    0.73481 	    1.80749 	    0.75053 	    0.00000 	    0.00000 	    0.21786 	    0.06109 	 50167210.91543 	 26726845.27034 	    4.42034 	    4.46103 	    2.62207 	    1.24578 	    0.00009 	   -0.00002 	    0.00031 	    0.00030 	    0.00068 	   -0.00075 	    0.00000 	    0.00000 	    0.90529 	    0.85670 	    0.09337 	    0.14386 	  -13.07827 	  -10.89951
11949	1	1	strip_RLOF_MS	    2.47742	    1.85384	    1.11093	    1.11093 	    4.08663 	    4.00662 	    1.72755 	    1.24218 	    0.30478 	    0.27896 	    0.68922 	    0.71488 	    1.72790 	    1.24251 	    0.00000 	    0.00000 	    0.21377 	    0.13112 	 77975253.15601 	 74076639.97718 	    4.40478 	    4.44636 	    2.48142 	    1.85311 	    0.00002 	    0.00000 	    0.00006 	    0.00002 	    0.00013 	    0.00000 	    0.00000 	    0.00000 	    0.97778 	    0.97501 	    0.02196 	    0.02496 	  -13.92367 	  -11.04931
12072	1	1	strip_postHG	    2.33733	    2.15105	 2005.77061	 2005.77061 	    4.07513 	    4.05104 	    1.61170 	    1.47253 	    0.27229 	    0.26883 	    0.72161 	    0.72503 	    1.61222 	    1.47301 	    0.00000 	    0.00000 	    0.17885 	    0.15744 	 34605159.99408 	 34602101.08904 	    4.44890 	    4.45537 	    2.34017 	    2.15178 	    0.00004 	    0.00000 	    0.00014 	    0.00002 	    0.00032 	    0.00001 	    0.00000 	    0.00000 	    0.95511 	    0.98815 	    0.04432 	    0.01181 	  -14.13455 	  -14.19973
12141	1	 - 	 single 	   5.58009	 - 	 - 	 - 	    4.28815 	 - 	    3.07155 	 - 	    0.42875 	 - 	    0.56540 	 - 	    3.07185 	 - 	    0.00000 	 - 	    0.48273 	 - 	 35031888.34769 	 - 	    4.21871 	 - 	    5.58037 	 - 	    0.00023 	 - 	    0.00081 	 - 	    0.00197 	 - 	    0.00000 	 - 	    0.77949 	 - 	    0.21646 	 - 	  -10.13099 	 -
12264	1	 - 	 single 	   5.79297	 - 	 - 	 - 	    4.30383 	 - 	    3.05301 	 - 	    0.32978 	 - 	    0.66434 	 - 	    3.05333 	 - 	    0.00000 	 - 	    0.44210 	 - 	 15884092.01113 	 - 	    4.31603 	 - 	    5.79239 	 - 	    0.00025 	 - 	    0.00088 	 - 	    0.00226 	 - 	    0.00000 	 - 	    0.76557 	 - 	    0.22967 	 - 	  -10.13857 	 -
12315	1	1	strip_RLOF_HG	    7.57996	    3.33561	   67.35805	   67.35805 	    4.36866 	    4.17831 	    3.40288 	    2.17229 	    0.28369 	    0.25748 	    0.71036 	    0.73639 	    3.40336 	    2.17345 	    0.00000 	    0.00000 	    0.48737 	    0.25278 	 3844830.96724 	 3776167.54609 	    4.34212 	    4.45561 	    7.57556 	    3.33796 	    0.00030 	    0.00018 	    0.00102 	    0.00066 	    0.00280 	    0.00130 	    0.00000 	    0.00000 	    0.74200 	    0.81279 	    0.25197 	    0.18452 	   -9.36635 	  -12.00937
12343	1	1	strip_RLOF_HG	    2.44795	    1.07162	    9.23189	    9.23189 	    4.09436 	    3.89051 	    1.68209 	    0.59889 	    0.25552 	    0.25224 	    0.73831 	    0.74158 	    1.68275 	    0.60317 	    0.00000 	    0.00000 	    0.17559 	    0.04169 	 4673773.38317 	 1970715.06254 	    4.47620 	    4.46295 	    2.45219 	    1.06710 	    0.00014 	    0.00025 	    0.00053 	    0.00107 	    0.00109 	    0.00225 	    0.00000 	    0.00000 	    0.84997 	    0.72907 	    0.14790 	    0.26578 	  -13.08451 	  -11.75693
12367	1	1	merger_HG	    2.44157	    0.30264	   20.25262	   20.25262 	    4.09427 	    3.79124 	    1.67729 	    0.09012 	    0.25369 	    0.25124 	    0.74014 	    0.74259 	    1.67778 	    0.05955 	    0.00000 	    0.00000 	    0.17336 	   -0.01417 	 1762438.55922 	    0.00000 	    4.47959 	    4.41514 	    2.44587 	    0.29437 	    0.00017 	    0.00028 	    0.00066 	    0.00104 	    0.00138 	    0.00251 	    0.00000 	    0.00000 	    0.82218 	    0.69717 	    0.17505 	    0.29664 	  -13.01441 	  -11.73851
12372	1	 - 	 single 	   5.58514	 - 	 - 	 - 	    4.26234 	 - 	    3.21564 	 - 	    0.63995 	 - 	    0.35422 	 - 	    3.21607 	 - 	    0.00000 	 - 	    0.60639 	 - 	 61054926.66800 	 - 	    3.97152 	 - 	    5.58222 	 - 	    0.00027 	 - 	    0.00093 	 - 	    0.00242 	 - 	    0.00000 	 - 	    0.76284 	 - 	    0.23207 	 - 	   -9.76817 	 -
12442	1	1	strip_CEE_HG	    9.60724	    6.56541	  500.80061	  500.80061 	    4.40800 	    4.33253 	    3.85617 	    3.24143 	    0.45781 	    0.33784 	    0.53636 	    0.65629 	    3.85648 	    3.24173 	    0.00000 	    0.00000 	    0.63534 	    0.47891 	 13312812.83625 	 13292454.98060 	    4.14912 	    4.29715 	    9.60325 	    6.56680 	    0.00030 	    0.00030 	    0.00102 	    0.00102 	    0.00280 	    0.00280 	    0.00000 	    0.00000 	    0.74200 	    0.74200 	    0.25197 	    0.25197 	   -9.61061 	   -9.68039
12480	1	1	merger_HG	    4.38657	    0.78799	   54.00220	   54.00220 	    4.23163 	    3.84833 	    2.68627 	    0.37909 	    0.39276 	    0.25393 	    0.60138 	    0.73988 	    2.68657 	    0.37833 	    0.00000 	    0.00000 	    0.40315 	    0.01615 	 49633076.47229 	 11360348.32500 	    4.27348 	    4.45518 	    4.38727 	    0.78208 	    0.00014 	    0.00015 	    0.00053 	    0.00108 	    0.00094 	    0.00082 	    0.00000 	    0.00000 	    0.83615 	    0.70140 	    0.16195 	    0.29621 	  -11.11539 	  -10.58437
12520	1	1	merger_MS	    3.14673	    0.59492	    0.47718	    0.47718 	    4.15988 	    3.83303 	    2.08173 	    0.30763 	    0.26404 	    0.25145 	    0.72987 	    0.74238 	    2.08251 	    0.28230 	    0.00000 	    0.00000 	    0.24436 	    0.01102 	 10053955.67765 	    0.00000 	    4.44648 	    4.42540 	    3.14667 	    0.58807 	    0.00016 	    0.00027 	    0.00059 	    0.00099 	    0.00113 	    0.00238 	    0.00000 	    0.00000 	    0.82961 	    0.71394 	    0.16807 	    0.28031 	  -12.26028 	  -11.97901
12653	1	1	strip_postHG	    3.99380	    3.98689	 2610.19755	 2610.19755 	    4.21135 	    4.21093 	    2.50689 	    2.50385 	    0.34461 	    0.34420 	    0.64950 	    0.64991 	    2.50720 	    2.50416 	    0.00000 	    0.00000 	    0.35400 	    0.35333 	 42686208.13093 	 42707247.26043 	    4.33068 	    4.33125 	    3.99041 	    3.98359 	    0.00013 	    0.00014 	    0.00052 	    0.00052 	    0.00090 	    0.00091 	    0.00000 	    0.00000 	    0.84052 	    0.84027 	    0.15764 	    0.15787 	  -11.44344 	  -11.44825
12718	1	1	strip_postHG	    4.86234	    3.61602	  437.01303	  437.01303 	    4.21593 	    4.17939 	    3.04594 	    2.40779 	    0.69992 	    0.41930 	    0.29424 	    0.57484 	    3.04642 	    2.40809 	    0.00000 	    0.00000 	    0.61436 	    0.36838 	 89759386.13095 	 89649867.38115 	    3.89576 	    4.25929 	    4.86246 	    3.61698 	    0.00026 	    0.00013 	    0.00089 	    0.00051 	    0.00214 	    0.00081 	    0.00000 	    0.00000 	    0.77083 	    0.84980 	    0.22463 	    0.14849 	  -10.14382 	  -11.67601
