#
#     Data from population synthesis for run4
#
# By Ylva Gotberg, 2023-10-03
#
# Initial conditions:
#   Using the single star models from /home/adesai/snap/firefox/common/Downloads/evolutionary_tracks/grid_006_single_star/ to determine the radii of donors at different evolutionary stages
#   This means that we assume metallicity, Z=0.006
#   Using the lifetimes of stars from single star models in/home/adesai/snap/firefox/common/Downloads/evolutionary_tracks/grid_006_single_star/
#   IMF: Kroupa, M_min = 0.1 Msun, M_max = 100.0 Msun 
# We assume the star-formation type: constant, with a star-formation rate of 0.2 Msun/yr
# This file contains the information about the stars that are present in the population after 100000000.0 years
#   fbin:constant
#   q distribution: flat, 0.1 < q < 1.0
#   P distribution: Sana+12 for M1>15 Msun and Opik24 for M1<15 Msun
#
# Physical assumptions:
#   Critical mass ratio for the donor main sequence, q_crit_MS=0.65
#   Critical mass ratio for the donor Hertzsprung gap, q_crit_HG=0.4
#   Using the alpha-prescription for common envelope evolution
#   alpha_CE = 1.0, lambda_CE = 0.5
#   Using the binary star models from /home/adesai/snap/firefox/common/Downloads/evolutionary_tracks/grid_006/ to determine the masses and radii of stripped stars
#   Stripped stars can only be formed from donor stars with 2.0 < M1init/Msun < 100.0
#   Actually, we assume that binary interaction only can occur in the above mass range.
#   For stripped stars we set the total lifetime to tau_MS+tau_strip, where the duration of the stripped phases (tau_strip) come from the binary models in/home/adesai/snap/firefox/common/Downloads/evolutionary_tracks/grid_006/
#   Mass transfer efficiency is set to beta_MS = 1.0, beta_HG = 0.0, beta_HG_CEE = 0.0
#   For mergers, we assume that their final mass is M1init+M2init
#   The final period is set by the treatment of angular momentum during interaction, we ignore the effect of wind mass loss on the period.
#   We use the isotropic_reemission setting for the treatment of angular momentum.
#   For common envelope, the period is set in the alpha prescription
#   Rejuvenation of mass gainers and MSMS mergers is set by Tout97
#   HGMS mergers are not rejuvenated, but their lifetimes are adapted to the new mass
#
# Even though the full population synthesis accounts for the full mass range from 0.1 to 100.0 Msun, 
# I will only keep the stars with initial masses (Minit or M1init) between 2.0 and 100.0 Msun.
# I am ignoring single stars that died and binaries in which at least the primary died.
# I show dead secondaries as long as the primary is still alive
# For the star state: 1 - main-sequence star, 2 - stripped star, 3 - post main-sequence star, 4 - compact object, 51 - merger product in MS stage.
#
# Star_ID 	 Star_state_m1 	 Star_state_m2 	 Evolution 	 M1init 	 M2init 	 Pinit 	 Pcurrent 	 log_Teff_1 	 log_Teff_2 	 log_L_1 	 log_L_2 	 center_he4_1 	 center_he4_2 	 center_h1_1 	 center_h1_2 	 log_Lnuc_1 	 log_Lnuc_2 	 he_core_mass_1 	 he_core_mass_2 	 log_R_1 	 log_R_2 	 star_age_1 	 star_age_2 	 log_g_1 	 log_g_2 	 star_mass_1 	 star_mass_2 	 surface_n14_1 	 surface_n14_2 	 surface_c12_1 	 surface_c12_2 	 surface_o16_1 	 surface_o16_2 	 surf_avg_v_rot_1 	 surf_avg_v_rot_2 	 surface_h1_1 	 surface_h1_2 	 surface_he4_1 	 surface_he4_2 	 log_abs_mdot_1 	 log_abs_mdot_2
48637	1	1	not_interacting	    2.28274	    0.54660	 1385.59531	 1385.59531 	    4.06726 	    3.81104 	    1.57489 	    0.18318 	    0.27630 	    0.25238 	    0.71760 	    0.74145 	    1.57536 	    0.18278 	    0.00000 	    0.00000 	    0.17618 	   -0.00724 	 43805069.26262 	 5057063.74643 	    4.44389 	    4.45189 	    2.28480 	    0.53952 	    0.00002 	    0.00018 	    0.00006 	    0.00108 	    0.00014 	    0.00128 	    0.00000 	    0.00000 	    0.97901 	    0.68648 	    0.02075 	    0.31027 	  -14.92521 	  -10.79959
48653	1	1	merger_HG	    3.28077	    2.06115	   65.68325	   65.68325 	    4.15650 	    4.03397 	    2.23285 	    1.41421 	    0.38684 	    0.29375 	    0.60729 	    0.70016 	    2.23315 	    1.41456 	    0.00000 	    0.00000 	    0.32668 	    0.16241 	 94005767.65252 	 94695805.78969 	    4.30066 	    4.42678 	    3.28289 	    2.06144 	    0.00012 	    0.00000 	    0.00051 	    0.00001 	    0.00082 	    0.00000 	    0.00000 	    0.00000 	    0.85476 	    0.98766 	    0.14349 	    0.01232 	  -12.00491 	  -14.56590
48710	1	1	strip_RLOF_MS	    2.09315	    1.66643	    0.59515	    0.59515 	    4.03862 	    3.98013 	    1.43908 	    1.09212 	    0.29273 	    0.27572 	    0.70119 	    0.71808 	    1.43944 	    1.09235 	    0.00000 	    0.00000 	    0.16555 	    0.10905 	 89423682.65414 	 74969984.44322 	    4.42714 	    4.45161 	    2.09359 	    1.66479 	    0.00000 	    0.00001 	    0.00001 	    0.00005 	    0.00000 	    0.00001 	    0.00000 	    0.00000 	    0.99043 	    0.95332 	    0.00955 	    0.04661 	  -15.31657 	   -9.28599
48749	1	1	strip_RLOF_HG	    2.69367	    1.55552	   11.43507	   11.43507 	    4.10782 	    3.96444 	    1.87837 	    1.00268 	    0.32865 	    0.27254 	    0.66541 	    0.72124 	    1.87869 	    1.00281 	    0.00000 	    0.00000 	    0.24680 	    0.09572 	 90814969.53274 	 69916592.00927 	    4.37495 	    4.45527 	    2.69591 	    1.55334 	    0.00008 	    0.00001 	    0.00031 	    0.00008 	    0.00057 	    0.00001 	    0.00000 	    0.00000 	    0.90169 	    0.93051 	    0.09715 	    0.06938 	  -12.90010 	   -9.01643
48806	1	 - 	 single 	   5.48492	 - 	 - 	 - 	    4.29282 	 - 	    2.96099 	 - 	    0.31027 	 - 	    0.68382 	 - 	    2.96133 	 - 	    0.00000 	 - 	    0.41812 	 - 	 13536923.68727 	 - 	    4.34089 	 - 	    5.48742 	 - 	    0.00021 	 - 	    0.00074 	 - 	    0.00164 	 - 	    0.00000 	 - 	    0.79390 	 - 	    0.20281 	 - 	  -10.43240 	 -
48840	1	1	strip_RLOF_HG	    3.87072	    3.21319	   13.73051	   13.73051 	    4.19089 	    4.15077 	    2.55201 	    2.19625 	    0.47889 	    0.38434 	    0.51526 	    0.60978 	    2.55233 	    2.19655 	    0.00000 	    0.00000 	    0.41747 	    0.31984 	 97924014.79582 	 97890787.00104 	    4.18997 	    4.30485 	    3.86867 	    3.21419 	    0.00014 	    0.00013 	    0.00053 	    0.00054 	    0.00088 	    0.00090 	    0.00000 	    0.00000 	    0.84294 	    0.85331 	    0.15522 	    0.14478 	  -11.38202 	  -12.08621
48901	1	 - 	 single 	   6.77519	 - 	 - 	 - 	    4.27542 	 - 	    3.58797 	 - 	    0.79070 	 - 	    0.20347 	 - 	    3.58853 	 - 	    0.00000 	 - 	    0.76640 	 - 	 48460944.06784 	 - 	    3.73457 	 - 	    6.75731 	 - 	    0.00030 	 - 	    0.00102 	 - 	    0.00280 	 - 	    0.00000 	 - 	    0.74200 	 - 	    0.25197 	 - 	   -8.99237 	 -
48902	1	1	merger_MS	    2.36118	    0.29810	    0.58341	    0.58341 	    4.07244 	    3.77272 	    1.64771 	   -0.02093 	    0.30508 	    0.25172 	    0.68891 	    0.74210 	    1.64806 	   -0.01390 	    0.00000 	    0.00000 	    0.20223 	   -0.03265 	 88066648.83460 	 2792559.76140 	    4.40666 	    4.45116 	    2.36436 	    0.28981 	    0.00000 	    0.00030 	    0.00001 	    0.00138 	    0.00002 	    0.00291 	    0.00000 	    0.00000 	    0.99568 	    0.66173 	    0.00430 	    0.33140 	  -16.42273 	  -10.65931
48982	1	1	strip_RLOF_MS	    4.70438	    3.93393	    0.86381	    0.86381 	    4.22206 	    4.19752 	    2.94776 	    2.56260 	    0.62261 	    0.45723 	    0.37155 	    0.53692 	    2.94818 	    2.56291 	    0.00000 	    0.00000 	    0.55301 	    0.40952 	 87171800.19453 	 87151035.42165 	    4.00389 	    4.21294 	    4.70515 	    3.93112 	    0.00024 	    0.00015 	    0.00083 	    0.00057 	    0.00194 	    0.00102 	    0.00000 	    0.00000 	    0.78444 	    0.83402 	    0.21151 	    0.16385 	  -10.36801 	  -11.30520
49014	1	1	merger_HG	    2.74922	    1.98620	   33.25588	   33.25588 	    4.11548 	    4.02559 	    1.89676 	    1.34682 	    0.30903 	    0.27849 	    0.68500 	    0.71537 	    1.89711 	    1.34719 	    0.00000 	    0.00000 	    0.24067 	    0.14548 	 65717467.96384 	 64935312.54655 	    4.39566 	    4.44509 	    2.75058 	    1.98613 	    0.00010 	    0.00000 	    0.00036 	    0.00001 	    0.00067 	    0.00000 	    0.00000 	    0.00000 	    0.88799 	    0.98424 	    0.11065 	    0.01574 	  -12.75956 	  -12.80924
49030	1	1	merger_HG	    2.31324	    1.21303	   70.47066	   70.47066 	    4.06795 	    3.91382 	    1.60678 	    0.72376 	    0.29423 	    0.26190 	    0.69973 	    0.73187 	    1.60716 	    0.72332 	    0.00000 	    0.00000 	    0.19075 	    0.05751 	 73828523.59285 	 38230096.84234 	    4.42053 	    4.46065 	    2.31574 	    1.20918 	    0.00001 	   -0.00001 	    0.00003 	    0.00028 	    0.00006 	   -0.00039 	    0.00000 	    0.00000 	    0.98838 	    0.85222 	    0.01151 	    0.14789 	  -16.76472 	  -10.24365
49035	1	 - 	 single 	   6.58857	 - 	 - 	 - 	    4.28158 	 - 	    3.51939 	 - 	    0.74182 	 - 	    0.25235 	 - 	    3.51991 	 - 	    0.00000 	 - 	    0.71979 	 - 	 48902141.83307 	 - 	    3.81603 	 - 	    6.57563 	 - 	    0.00030 	 - 	    0.00102 	 - 	    0.00280 	 - 	    0.00000 	 - 	    0.74200 	 - 	    0.25197 	 - 	   -9.12183 	 -
49144	1	1	strip_postHG	   31.03214	   20.74736	 2198.88128	 2198.88128 	    4.61484 	    4.55901 	    5.14679 	    4.69928 	    0.34054 	    0.30698 	    0.65362 	    0.68715 	    5.14706 	    4.69960 	    0.00000 	    0.00000 	    0.86697 	    0.75487 	 1275413.56503 	 1273977.61409 	    4.19300 	    4.24408 	   30.86953 	   20.72042 	    0.00030 	    0.00030 	    0.00102 	    0.00102 	    0.00280 	    0.00280 	    0.00000 	    0.00000 	    0.74200 	    0.74200 	    0.25197 	    0.25197 	   -6.86502 	   -7.69049
49148	1	1	strip_postHG	    2.12833	    1.16474	 1238.03030	 1238.03030 	    4.05062 	    3.90497 	    1.44856 	    0.67684 	    0.25686 	    0.25275 	    0.73697 	    0.74107 	    1.44896 	    0.67667 	    0.00000 	    0.00000 	    0.14629 	    0.05174 	 9327966.77461 	 3743557.87523 	    4.47295 	    4.46217 	    2.12895 	    1.16067 	    0.00007 	    0.00017 	    0.00027 	    0.00089 	    0.00041 	    0.00122 	    0.00000 	    0.00000 	    0.91026 	    0.74528 	    0.08892 	    0.25185 	  -13.42844 	  -11.77130
49186	1	 - 	 single 	   5.27794	 - 	 - 	 - 	    4.27491 	 - 	    2.98750 	 - 	    0.42606 	 - 	    0.56810 	 - 	    2.98781 	 - 	    0.00000 	 - 	    0.46720 	 - 	 39134164.78213 	 - 	    4.22564 	 - 	    5.27982 	 - 	    0.00020 	 - 	    0.00072 	 - 	    0.00162 	 - 	    0.00000 	 - 	    0.79591 	 - 	    0.20085 	 - 	  -10.35599 	 -
49247	1	1	strip_RLOF_MS	    2.41936	    2.20789	    1.33764	    1.33764 	    4.08307 	    4.05722 	    1.67714 	    1.52248 	    0.28471 	    0.27850 	    0.70924 	    0.71540 	    1.67756 	    1.52293 	    0.00000 	    0.00000 	    0.19568 	    0.17006 	 51323363.52194 	 51152676.71979 	    4.43077 	    4.44192 	    2.42337 	    2.20890 	    0.00004 	    0.00000 	    0.00012 	    0.00000 	    0.00031 	    0.00000 	    0.00000 	    0.00000 	    0.95549 	    0.99975 	    0.04400 	    0.00024 	  -13.76103 	  -15.84194
49254	1	1	merger_HG	    3.30672	    2.67099	   83.75076	   83.75076 	    4.16464 	    4.10987 	    2.19991 	    1.84074 	    0.32095 	    0.29235 	    0.67312 	    0.70164 	    2.20024 	    1.84114 	    0.00000 	    0.00000 	    0.29394 	    0.22389 	 50261606.22549 	 50316578.56877 	    4.36969 	    4.41696 	    3.30917 	    2.67343 	    0.00011 	    0.00011 	    0.00044 	    0.00040 	    0.00067 	    0.00085 	    0.00000 	    0.00000 	    0.86467 	    0.88342 	    0.13392 	    0.11490 	  -12.08564 	  -12.85814
49265	1	1	merger_MS	    3.69126	    0.65478	    1.20386	    1.20386 	    4.19788 	    3.82703 	    2.34323 	    0.26488 	    0.28223 	    0.25196 	    0.71177 	    0.74186 	    2.34372 	    0.27064 	    0.00000 	    0.00000 	    0.29911 	    0.00163 	 17534312.57345 	 2413597.23593 	    4.40668 	    4.45660 	    3.69169 	    0.64823 	    0.00015 	    0.00028 	    0.00058 	    0.00124 	    0.00109 	    0.00260 	    0.00000 	    0.00000 	    0.82854 	    0.69278 	    0.16920 	    0.30114 	  -11.77350 	  -11.16544
49277	1	1	strip_RLOF_HG	    2.20251	    1.49476	    2.45746	    2.45746 	    4.05431 	    3.95591 	    1.52496 	    0.95184 	    0.29083 	    0.26745 	    0.70310 	    0.72633 	    1.52534 	    0.95177 	    0.00000 	    0.00000 	    0.17712 	    0.08736 	 75379967.18878 	 54761233.07384 	    4.42669 	    4.45939 	    2.20349 	    1.49229 	    0.00000 	    0.00001 	    0.00000 	    0.00015 	    0.00000 	   -0.00001 	    0.00000 	    0.00000 	    0.99940 	    0.89886 	    0.00060 	    0.10098 	  -17.81464 	   -9.84201
49280	1	1	not_interacting	    2.63946	    0.79925	  923.08924	  923.08924 	    4.10755 	    3.84986 	    1.81669 	    0.38729 	    0.28514 	    0.25347 	    0.70883 	    0.74035 	    1.81712 	    0.38662 	    0.00000 	    0.00000 	    0.21650 	    0.01718 	 42799778.82571 	 9040415.36925 	    4.42646 	    4.45546 	    2.64215 	    0.79340 	    0.00010 	    0.00016 	    0.00036 	    0.00111 	    0.00074 	    0.00099 	    0.00000 	    0.00000 	    0.89204 	    0.69552 	    0.10650 	    0.30188 	  -12.96511 	  -10.84707
49347	1	1	merger_MS	    3.17118	    1.38378	    0.47181	    0.47181 	    4.16114 	    3.93848 	    2.09575 	    0.85391 	    0.26692 	    0.25419 	    0.72701 	    0.73963 	    2.09646 	    0.85361 	    0.00000 	    0.00000 	    0.24886 	    0.07324 	 12322462.66702 	 8195322.33605 	    4.44091 	    4.46460 	    3.17153 	    1.38077 	    0.00015 	    0.00013 	    0.00057 	    0.00079 	    0.00108 	    0.00077 	    0.00000 	    0.00000 	    0.83297 	    0.77821 	    0.16479 	    0.21984 	  -12.22872 	  -11.81775
49371	1	1	strip_RLOF_HG	    3.19852	    2.55229	    5.90233	    5.90233 	    4.15702 	    4.09839 	    2.13404 	    1.76083 	    0.30502 	    0.28276 	    0.68903 	    0.71120 	    2.13440 	    1.76127 	    0.00000 	    0.00000 	    0.27624 	    0.20690 	 42772451.51978 	 43003124.81468 	    4.39000 	    4.43107 	    3.19931 	    2.55569 	    0.00011 	    0.00007 	    0.00045 	    0.00026 	    0.00072 	    0.00051 	    0.00000 	    0.00000 	    0.86379 	    0.91792 	    0.13470 	    0.08108 	  -12.25020 	  -13.18798
49399	1	1	strip_RLOF_HG	    2.04041	    0.96031	    4.63813	    4.63813 	    4.03178 	    3.87545 	    1.39487 	    0.52073 	    0.28852 	    0.25770 	    0.70538 	    0.73608 	    1.39524 	    0.51986 	    0.00000 	    0.00000 	    0.15714 	    0.03273 	 84726628.62537 	 27156764.38158 	    4.43303 	    4.45778 	    2.04060 	    0.95524 	    0.00000 	   -0.00002 	    0.00001 	    0.00036 	    0.00000 	   -0.00099 	    0.00000 	    0.00000 	    0.98734 	    0.81866 	    0.01264 	    0.18210 	  -13.76389 	   -9.99936
49419	1	1	merger_HG	    2.29658	    0.56532	   37.90918	   37.90918 	    4.06726 	    3.81389 	    1.58990 	    0.19812 	    0.28563 	    0.25239 	    0.70831 	    0.74143 	    1.59031 	    0.19773 	    0.00000 	    0.00000 	    0.18368 	   -0.00545 	 59866577.67886 	 5017303.42521 	    4.43152 	    4.45221 	    2.29884 	    0.55832 	    0.00001 	    0.00018 	    0.00005 	    0.00107 	    0.00012 	    0.00127 	    0.00000 	    0.00000 	    0.98177 	    0.68826 	    0.01802 	    0.30850 	  -15.61802 	  -10.82900
49490	1	1	strip_RLOF_HG	    8.00142	    4.61495	    8.39688	    8.39688 	    4.27721 	    4.24606 	    3.88376 	    2.74640 	    0.89948 	    0.37014 	    0.09469 	    0.62400 	    3.88437 	    2.74669 	    0.00000 	    0.00000 	    0.91071 	    0.40434 	 37974896.74880 	 38111724.54276 	    3.51613 	    4.29307 	    7.94277 	    4.61688 	    0.00030 	    0.00014 	    0.00102 	    0.00054 	    0.00280 	    0.00099 	    0.00000 	    0.00000 	    0.74200 	    0.83165 	    0.25197 	    0.16638 	   -8.42998 	  -10.98512
49577	1	1	merger_HG	    2.97432	    1.66358	  106.38397	  106.38397 	    4.13808 	    3.98062 	    2.01536 	    1.08358 	    0.30001 	    0.26461 	    0.69402 	    0.72919 	    2.01574 	    1.08363 	    0.00000 	    0.00000 	    0.25477 	    0.10382 	 45946249.95006 	 38911760.09549 	    4.40128 	    4.46149 	    2.97189 	    1.66193 	    0.00012 	    0.00001 	    0.00047 	    0.00016 	    0.00085 	   -0.00004 	    0.00000 	    0.00000 	    0.85960 	    0.90998 	    0.13864 	    0.08988 	  -12.44836 	  -11.39661
49583	1	1	merger_MS	    3.22348	    1.78149	    1.08153	    1.08153 	    4.16435 	    3.99849 	    2.12533 	    1.17305 	    0.27194 	    0.25725 	    0.72202 	    0.73657 	    2.12594 	    1.17308 	    0.00000 	    0.00000 	    0.25723 	    0.11280 	 15927997.31879 	 14598014.37608 	    4.43152 	    4.46798 	    3.22471 	    1.78043 	    0.00013 	    0.00005 	    0.00049 	    0.00033 	    0.00084 	    0.00011 	    0.00000 	    0.00000 	    0.84739 	    0.88119 	    0.15087 	    0.11829 	  -12.21839 	  -12.49750
49588	1	 - 	 single 	   6.42967	 - 	 - 	 - 	    4.28341 	 - 	    3.46163 	 - 	    0.70664 	 - 	    0.28753 	 - 	    3.46211 	 - 	    0.00000 	 - 	    0.68725 	 - 	 49702176.78413 	 - 	    3.87030 	 - 	    6.41806 	 - 	    0.00030 	 - 	    0.00102 	 - 	    0.00280 	 - 	    0.00000 	 - 	    0.74200 	 - 	    0.25197 	 - 	   -9.23324 	 -
49626	1	1	strip_RLOF_MS	    3.38788	    2.62543	    2.83803	    2.83803 	    4.17722 	    4.11082 	    2.20430 	    1.79597 	    0.27326 	    0.26391 	    0.72071 	    0.72998 	    2.20489 	    1.79667 	    0.00000 	    0.00000 	    0.27098 	    0.19961 	 15127144.83310 	 15299415.78743 	    4.42571 	    4.45790 	    3.38999 	    2.62824 	    0.00013 	    0.00012 	    0.00051 	    0.00045 	    0.00086 	    0.00088 	    0.00000 	    0.00000 	    0.84408 	    0.86682 	    0.15414 	    0.13143 	  -12.07282 	  -12.94247
49672	1	1	merger_HG	    4.25116	    1.02530	   46.28148	   46.28148 	    4.20493 	    3.88558 	    2.75376 	    0.57363 	    0.56383 	    0.26065 	    0.43032 	    0.73312 	    2.75413 	    0.57300 	    0.00000 	    0.00000 	    0.49027 	    0.03891 	 98616959.85289 	 36358828.70524 	    4.08514 	    4.45890 	    4.24955 	    1.02054 	    0.00020 	   -0.00003 	    0.00071 	    0.00028 	    0.00148 	   -0.00091 	    0.00000 	    0.00000 	    0.80748 	    0.84130 	    0.18943 	    0.15940 	  -10.83669 	   -9.97598
49776	1	1	strip_postHG	    4.16832	    3.97572	  878.96546	  878.96546 	    4.22108 	    4.20999 	    2.58200 	    2.50094 	    0.35855 	    0.34632 	    0.63558 	    0.64780 	    2.58230 	    2.50124 	    0.00000 	    0.00000 	    0.37210 	    0.35375 	 43996288.67608 	 43914242.98678 	    4.31295 	    4.32916 	    4.16610 	    3.97255 	    0.00014 	    0.00013 	    0.00053 	    0.00049 	    0.00092 	    0.00082 	    0.00000 	    0.00000 	    0.83749 	    0.84586 	    0.16063 	    0.15245 	  -11.31793 	  -11.47839
49802	1	1	strip_RLOF_HG	    3.28161	    3.23671	   28.17005	   28.17005 	    4.16512 	    4.16142 	    2.17175 	    2.14782 	    0.29792 	    0.29646 	    0.69612 	    0.69757 	    2.17214 	    2.14822 	    0.00000 	    0.00000 	    0.27889 	    0.27432 	 34770133.27763 	 34998090.86005 	    4.39637 	    4.39920 	    3.28380 	    3.23814 	    0.00013 	    0.00013 	    0.00051 	    0.00052 	    0.00087 	    0.00091 	    0.00000 	    0.00000 	    0.85077 	    0.84951 	    0.14741 	    0.14860 	  -12.13744 	  -12.21685
49847	1	1	strip_RLOF_HG	    3.51864	    1.97866	    5.43058	    5.43058 	    4.18277 	    4.02677 	    2.28100 	    1.33384 	    0.30107 	    0.26479 	    0.69298 	    0.72903 	    2.28138 	    1.33417 	    0.00000 	    0.00000 	    0.29822 	    0.13664 	 31722237.97941 	 31217522.25279 	    4.38751 	    4.46122 	    3.52014 	    1.97855 	    0.00014 	    0.00001 	    0.00054 	    0.00008 	    0.00095 	    0.00003 	    0.00000 	    0.00000 	    0.84075 	    0.95294 	    0.15726 	    0.04693 	  -11.89344 	  -12.95525
49910	1	1	merger_HG	    2.29659	    1.73671	   51.84873	   51.84873 	    4.07353 	    3.99182 	    1.57632 	    1.13623 	    0.25899 	    0.25558 	    0.73484 	    0.73823 	    1.57691 	    1.13620 	    0.00000 	    0.00000 	    0.16435 	    0.10773 	 11834007.29538 	 10112639.59830 	    4.47017 	    4.46883 	    2.29885 	    1.73543 	    0.00007 	    0.00006 	    0.00026 	    0.00043 	    0.00051 	    0.00017 	    0.00000 	    0.00000 	    0.91771 	    0.85988 	    0.08135 	    0.13941 	  -13.53912 	  -12.51091
49975	1	1	strip_postHG	    2.23000	    2.09531	 2288.59166	 2288.59166 	    4.05935 	    4.04116 	    1.54051 	    1.43328 	    0.28236 	    0.27851 	    0.71156 	    0.71537 	    1.54093 	    1.43369 	    0.00000 	    0.00000 	    0.17481 	    0.15757 	 57456673.72233 	 58283402.65248 	    4.43666 	    4.44355 	    2.23130 	    2.09577 	    0.00000 	    0.00000 	    0.00001 	    0.00001 	    0.00002 	    0.00000 	    0.00000 	    0.00000 	    0.99547 	    0.99207 	    0.00449 	    0.00792 	  -16.12245 	  -14.27816
49999	1	1	strip_postHG	    2.13093	    1.72813	  499.50831	  499.50831 	    4.04812 	    3.99020 	    1.45661 	    1.13348 	    0.26887 	    0.26253 	    0.72499 	    0.73127 	    1.45708 	    1.13357 	    0.00000 	    0.00000 	    0.15532 	    0.10960 	 35499939.51236 	 30556745.83567 	    4.45543 	    4.46331 	    2.13156 	    1.72680 	    0.00000 	    0.00001 	    0.00002 	    0.00016 	    0.00001 	   -0.00010 	    0.00000 	    0.00000 	    0.98583 	    0.91360 	    0.01413 	    0.08632 	  -14.04585 	  -11.99759
50056	1	 - 	 single 	   6.09381	 - 	 - 	 - 	    4.30659 	 - 	    3.22072 	 - 	    0.45793 	 - 	    0.53623 	 - 	    3.22103 	 - 	    0.00000 	 - 	    0.52043 	 - 	 32714825.29524 	 - 	    4.18134 	 - 	    6.08861 	 - 	    0.00030 	 - 	    0.00102 	 - 	    0.00280 	 - 	    0.00000 	 - 	    0.74200 	 - 	    0.25197 	 - 	   -9.71116 	 -
50081	1	1	strip_postHG	    2.16924	    1.81985	 1052.18476	 1052.18476 	    4.05594 	    4.00424 	    1.48263 	    1.20353 	    0.25988 	    0.25725 	    0.73395 	    0.73657 	    1.48312 	    1.20361 	    0.00000 	    0.00000 	    0.15268 	    0.11654 	 15286241.33340 	 14109027.42402 	    4.46866 	    4.46847 	    2.17006 	    1.81897 	    0.00004 	    0.00005 	    0.00015 	    0.00032 	    0.00026 	    0.00014 	    0.00000 	    0.00000 	    0.94503 	    0.88500 	    0.05449 	    0.11445 	  -13.64725 	  -12.60283
50107	1	1	strip_postHG	    2.10821	    0.93379	 2463.40732	 2463.40732 	    4.04148 	    3.87113 	    1.44831 	    0.49871 	    0.28774 	    0.25677 	    0.70617 	    0.73702 	    1.44869 	    0.49782 	    0.00000 	    0.00000 	    0.16445 	    0.03035 	 77374340.27992 	 23288749.16383 	    4.43246 	    4.45704 	    2.10873 	    0.92859 	    0.00000 	    0.00001 	    0.00001 	    0.00054 	    0.00000 	   -0.00053 	    0.00000 	    0.00000 	    0.99247 	    0.79758 	    0.00751 	    0.20248 	  -15.10459 	  -10.35118
50116	1	1	merger_HG	    2.03007	    0.35540	    3.13630	    3.13630 	    4.03319 	    3.78145 	    1.37761 	    0.02498 	    0.27066 	    0.25176 	    0.72319 	    0.74206 	    1.37801 	    0.03180 	    0.00000 	    0.00000 	    0.14568 	   -0.02714 	 43810319.95397 	 2731684.50644 	    4.45380 	    4.45204 	    2.03021 	    0.34738 	    0.00000 	    0.00030 	    0.00003 	    0.00135 	    0.00001 	    0.00286 	    0.00000 	    0.00000 	    0.97777 	    0.66672 	    0.02218 	    0.32654 	  -13.29409 	  -10.74061
50133	1	1	merger_HG	    4.52831	    3.32484	   93.85115	   93.85115 	    4.22391 	    4.16163 	    2.84217 	    2.24264 	    0.54793 	    0.37057 	    0.44623 	    0.62355 	    2.84253 	    2.24293 	    0.00000 	    0.00000 	    0.49652 	    0.32131 	 81768876.83302 	 81468869.41120 	    4.10062 	    4.31719 	    4.52950 	    3.32718 	    0.00021 	    0.00016 	    0.00074 	    0.00063 	    0.00160 	    0.00119 	    0.00000 	    0.00000 	    0.80036 	    0.83284 	    0.19632 	    0.16467 	  -10.63242 	  -11.90877
50152	1	1	merger_HG	    2.24310	    1.02255	   68.85479	   68.85479 	    4.05797 	    3.88498 	    1.56074 	    0.57085 	    0.30146 	    0.25965 	    0.69251 	    0.73412 	    1.56111 	    0.57009 	    0.00000 	    0.00000 	    0.18769 	    0.03871 	 92042591.77546 	 32365696.87500 	    4.41337 	    4.45872 	    2.24459 	    1.01778 	    0.00000 	   -0.00003 	    0.00000 	    0.00032 	    0.00001 	   -0.00102 	    0.00000 	    0.00000 	    0.99823 	    0.83971 	    0.00176 	    0.16111 	  -19.86479 	  -10.16025
50169	1	1	merger_HG	    2.05203	    0.61781	    4.63817	    4.63817 	    4.03980 	    3.83630 	    1.38545 	    0.32466 	    0.25329 	    0.25147 	    0.74054 	    0.74236 	    1.38561 	    0.29975 	    0.00000 	    0.00000 	    0.13639 	    0.01299 	 1858135.46438 	    0.00000 	    4.47693 	    4.42621 	    2.05228 	    0.61108 	    0.00015 	    0.00027 	    0.00061 	    0.00099 	    0.00114 	    0.00237 	    0.00000 	    0.00000 	    0.82969 	    0.71526 	    0.16798 	    0.27903 	  -13.16611 	  -11.99784
50188	1	1	strip_postHG	    4.88756	    2.15673	 2833.65188	 2833.65188 	    4.26610 	    4.05419 	    2.78218 	    1.47251 	    0.29916 	    0.25951 	    0.69490 	    0.73432 	    2.78257 	    1.47299 	    0.00000 	    0.00000 	    0.38216 	    0.15114 	 14286317.58893 	 14720813.99046 	    4.36272 	    4.46915 	    4.89010 	    2.15749 	    0.00016 	    0.00005 	    0.00059 	    0.00017 	    0.00116 	    0.00029 	    0.00000 	    0.00000 	    0.81946 	    0.93979 	    0.17827 	    0.05967 	  -10.86469 	  -13.59283
50193	1	1	strip_RLOF_HG	    2.33090	    1.36362	   12.27974	   12.27974 	    4.07430 	    3.93587 	    1.60713 	    0.84123 	    0.27230 	    0.25768 	    0.72159 	    0.73612 	    1.60764 	    0.84081 	    0.00000 	    0.00000 	    0.17822 	    0.07215 	 34856513.31603 	 21586294.10773 	    4.44894 	    4.46261 	    2.33365 	    1.36051 	    0.00004 	    0.00001 	    0.00013 	    0.00032 	    0.00031 	   -0.00052 	    0.00000 	    0.00000 	    0.95731 	    0.85315 	    0.04214 	    0.14708 	  -14.18590 	  -11.20104
